Date (GMT),Open,Last,emaTrend,trendBrDana,FutureReturn,FutureEmaTrend,FutureTrendBrDana
2020-02-13,9.154,9.14,-1,0,-0.7439999999999998,-1.0,0.0
2020-02-14,9.03,9.044,-1,0,-0.3979999999999997,-1.0,0.0
2020-02-18,8.992,8.998,-1,0,-0.49099999999999966,-1.0,0.0
2020-02-19,9.06,9.09,-1,0,-0.33200000000000074,1.0,0.0
2020-02-20,8.904,8.966000000000001,-1,0,-0.2140000000000004,1.0,0.0
2020-02-21,8.83,8.87,-1,0,-0.09399999999999942,1.0,0.0
2020-02-24,8.61,8.634,-1,0,-0.15399999999999991,-1.0,0.0
2020-02-25,8.764,8.677999999999999,-1,0,0.020800000000001262,1.0,0.0
2020-02-26,8.714,8.77,-1,0,-0.46399999999999864,-1.0,0.0
2020-02-27,8.62,8.508,-1,0,-0.7239999999999993,-1.0,0.0
2020-02-28,8.152000000000001,8.396,-1,0,-0.45700000000000074,-1.0,0.0
2020-03-02,8.402000000000001,8.646,-1,0,-1.0532000000000004,-1.0,0.0
2020-03-03,8.522,8.507,-1,0,-0.30299999999999905,-1.0,0.0
2020-03-04,8.632,8.758,1,0,-0.6159999999999979,-1.0,0.0
2020-03-05,8.624,8.752,1,0,0.017999999999998906,1.0,0.0
2020-03-06,8.604,8.776,1,0,-0.07499999999999929,1.0,1.0
2020-03-09,8.44,8.48,-1,0,0.11599999999999966,1.0,0.0
2020-03-10,8.616,8.6988,1,0,0.22919999999999874,1.0,0.0
2020-03-11,8.452,8.306000000000001,-1,0,0.4559999999999995,1.0,0.0
2020-03-12,7.9,7.784,-1,0,1.3880000000000008,1.0,0.0
2020-03-13,7.8918,7.939,-1,0,1.1980000000000004,1.0,0.0
2020-03-16,7.54,7.5928,-1,0,2.0351999999999997,1.0,0.0
2020-03-17,7.986000000000001,8.204,-1,0,1.452,1.0,0.0
2020-03-18,8.0,8.142000000000001,-1,0,1.5479999999999983,1.0,0.0
2020-03-19,8.502,8.77,1,0,0.9299999999999997,1.0,0.0
2020-03-20,8.8331,8.701,1,1,0.9069999999999983,1.0,1.0
2020-03-23,8.544,8.596,1,0,1.4219999999999988,1.0,0.0
2020-03-24,9.18,8.927999999999999,1,0,1.088000000000001,1.0,1.0
2020-03-25,8.916,8.762,1,0,1.3419999999999987,1.0,1.0
2020-03-26,8.93,9.172,1,0,0.9259999999999984,1.0,1.0
2020-03-27,8.79,9.137,1,0,1.222999999999999,1.0,1.0
2020-03-30,9.548,9.628,1,0,0.9760000000000009,1.0,1.0
2020-03-31,9.484,9.656,1,0,1.161999999999999,1.0,1.0
2020-04-01,9.524,9.69,1,0,1.33,1.0,1.0
2020-04-02,9.667,9.7,1,0,1.0259999999999998,1.0,1.0
2020-04-03,9.706,9.607999999999999,1,1,0.9720000000000013,1.0,1.0
2020-04-06,9.818,10.017999999999999,1,0,1.006000000000002,1.0,1.0
2020-04-07,10.142000000000001,10.016,1,1,0.9540000000000006,1.0,1.0
2020-04-08,10.016,10.104,1,1,0.7319999999999993,1.0,1.0
2020-04-09,10.08,10.097999999999999,1,1,0.8670000000000009,1.0,1.0
2020-04-13,10.13,10.36,1,1,0.5700000000000003,1.0,1.0
2020-04-14,10.565999999999999,10.604000000000001,1,1,0.15799999999999947,1.0,0.0
2020-04-15,10.755999999999998,10.818,1,1,0.03200000000000003,1.0,0.0
2020-04-16,10.825999999999999,11.02,1,1,-0.7319999999999993,-1.0,0.0
2020-04-17,10.64,10.725999999999999,1,1,-0.2539999999999978,-1.0,0.0
2020-04-20,10.57,10.58,1,1,-0.12599999999999945,-1.0,0.0
2020-04-21,10.56,11.024000000000001,1,1,-0.47000000000000064,-1.0,0.0
2020-04-22,10.968,10.97,1,1,-0.33999999999999986,1.0,0.0
2020-04-23,10.8394,10.835999999999999,1,1,0.034000000000000696,1.0,0.0
2020-04-24,10.874,10.965,1,1,-0.6050000000000004,-1.0,0.0
2020-04-27,10.978,10.93,1,1,-0.6920000000000002,-1.0,0.0
2020-04-28,10.88,10.762,1,0,-0.3979999999999997,-1.0,0.0
2020-04-29,10.828,10.85,1,0,-0.4299999999999997,-1.0,0.0
2020-04-30,10.436,10.288,-1,0,0.16600000000000037,-1.0,0.0
2020-05-01,10.364,10.472000000000001,-1,0,0.005999999999998451,-1.0,0.0
2020-05-04,10.332,10.454,-1,0,0.06799999999999962,1.0,0.0
2020-05-05,10.624,10.554,-1,0,-0.33399999999999963,-1.0,0.0
2020-05-06,10.584000000000001,10.63,1,0,-0.3000000000000007,-1.0,0.0
2020-05-07,10.84,10.87,1,0,-0.4740000000000002,-1.0,0.0
2020-05-08,10.293,10.36,-1,0,0.06599999999999895,1.0,0.0
2020-05-11,10.24,10.238,-1,0,0.03200000000000003,-1.0,0.0
2020-05-12,10.52834,10.364,-1,0,-0.10999999999999943,-1.0,0.0
2020-05-13,10.502,10.42,-1,0,-0.17999999999999972,-1.0,0.0
2020-05-14,10.37,10.454,-1,0,-0.28600000000000136,-1.0,0.0
2020-05-15,10.45006,10.478,-1,0,-0.11599999999999966,1.0,0.0
2020-05-18,10.417,10.522,1,0,-0.39199999999999946,-1.0,0.0
2020-05-19,10.22,10.22,-1,0,0.06999999999999851,1.0,0.0
2020-05-20,10.267999999999999,10.33,-1,0,0.08799999999999919,1.0,0.0
2020-05-21,10.374,10.395999999999999,-1,0,0.14800000000000146,1.0,0.0
2020-05-22,10.395999999999999,10.425999999999998,1,0,-0.08199999999999719,-1.0,0.0
2020-05-26,10.354000000000001,10.27,-1,0,0.20000000000000107,1.0,0.0
2020-05-27,10.294,10.254000000000001,-1,0,0.2939999999999987,1.0,1.0
2020-05-28,10.1537,10.24,-1,0,0.5299999999999994,1.0,0.0
2020-05-29,10.1,10.168,-1,0,0.9120000000000008,1.0,0.0
2020-06-01,10.26,10.362,1,0,0.6359999999999992,1.0,0.0
2020-06-02,10.22,10.13,-1,0,1.0099999999999998,1.0,0.0
2020-06-03,10.265,10.29,1,0,1.1959999999999997,1.0,0.0
2020-06-04,10.38,10.418,1,0,1.290000000000001,1.0,0.0
2020-06-05,10.564,10.544,1,0,1.1739999999999995,1.0,0.0
